Distance (miles),Market Share,target
-0.5741659563930657,-0.5837153983769358,0
0.937976980594337,-0.8770969630829007,1
-0.43994363715150203,-0.4646505812629921,0
0.06695980253738175,-0.39327495531432644,1
0.04696924435246801,0.5927540044548283,0
