tbl,year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,tbl1apk
Table1a,2024,3,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,12954,ALB,LGB,2468,14.23913043,289.0419847,WN,0.9923664122,288.7046154,WN,0.9923664122,288.7046154,202431025712954ALBLGB
Table1a,2024,3,30257,33195,"Albany, NY","Tampa, FL (Metropolitan Area)",10257,15304,ALB,TPA,1138,149.8913043,252.3450326,WN,0.663524293,225.5182514,WN,0.663524293,225.5182514,202431025715304ALBTPA
Table1a,2024,3,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,10800,ALB,BUR,2468,22.2826087,302.7043902,WN,0.8,282.8176829,WN,0.8,282.8176829,202431025710800ALBBUR
Table1a,2024,3,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,13891,ALB,ONT,2468,23.26086957,354.014486,WN,0.4626168224,304.8919192,WN,0.4626168224,304.8919192,202431025713891ALBONT
Table1a,2024,3,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,10821,ALB,BWI,325,135.7608696,232.1979984,WN,0.996797438,232.0185542,WN,0.996797438,232.0185542,202431025710821ALBBWI
Table1a,2024,3,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,12264,ALB,IAD,325,91.08695652,244.5126492,UA,0.9952267303,244.5003597,UA,0.9952267303,244.5003597,202431025712264ALBIAD
Table1a,2024,3,30257,30977,"Albany, NY","Chicago, IL",10257,13232,ALB,MDW,723,117.826087,204.8345018,WN,0.9889298893,203.5564366,WN,0.9889298893,203.5564366,202431025713232ALBMDW
Table1a,2024,3,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,14908,ALB,SNA,2468,35.2173913,456.0481481,AA,0.2716049383,484.4943182,WN,0.1944444444,333.015873,202431025714908ALBSNA
Table1a,2024,3,30257,30977,"Albany, NY","Chicago, IL",10257,13930,ALB,ORD,723,311.7391304,243.5141911,UA,0.7241980474,239.219066,UA,0.7241980474,239.219066,202431025713930ALBORD
Table1a,2024,3,30257,32467,"Albany, NY","Miami, FL (Metropolitan Area)",10257,13303,ALB,MIA,1225,44.89130435,284.6179177,AA,0.5399515738,296.0282511,WN,0.1937046005,248.06125,202431025713303ALBMIA
Table1a,2024,3,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,11278,ALB,DCA,325,179.0217391,243.1641773,AA,0.9659987857,242.9319925,UA,0.0133576199,223.6,202431025711278ALBDCA
Table1a,2024,3,30257,33195,"Albany, NY","Tampa, FL (Metropolitan Area)",10257,14112,ALB,PIE,1138,101.3043478,97.87982833,G4,1,97.87982833,G4,1,97.87982833,202431025714112ALBPIE
Table1a,2024,3,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,12892,ALB,LAX,2468,161.0869565,397.7810391,AA,0.3434547908,389.8440079,WN,0.1997300945,316.4334459,202431025712892ALBLAX
Table1a,2024,3,30257,32467,"Albany, NY","Miami, FL (Metropolitan Area)",10257,11697,ALB,FLL,1225,325.9782609,175.2088363,B6,0.7115705235,164.7672446,B6,0.7115705235,164.7672446,202431025711697ALBFLL
Table1a,2024,3,30140,31453,"Albuquerque, NM","Houston, TX",10140,12191,ABQ,HOU,759,200.2173913,253.84924,WN,0.990228013,252.9309759,WN,0.990228013,252.9309759,202431014012191ABQHOU
Table1a,2024,3,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,13891,ABQ,ONT,677,66.30434783,241.5039344,WN,0.637704918,236.0866324,WN,0.637704918,236.0866324,202431014013891ABQONT
Table1a,2024,3,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,14908,ABQ,SNA,677,82.82608696,246.4759843,WN,0.5341207349,244.9267813,WN,0.5341207349,244.9267813,202431014014908ABQSNA
Table1a,2024,3,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",10140,11298,ABQ,DFW,580,248.2608696,248.2810858,AA,0.9719789842,249.6504054,UA,0.0131348511,247.4466667,202431014011298ABQDFW
Table1a,2024,3,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,12264,ABQ,IAD,1670,69.02173913,363.5266142,UA,0.4976377953,394.6860759,WN,0.2661417323,305.8449704,202431014012264ABQIAD
Table1a,2024,3,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,12892,ABQ,LAX,677,478.1521739,219.0589452,WN,0.4005455785,194.3321793,WN,0.4005455785,194.3321793,202431014012892ABQLAX
Table1a,2024,3,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,11618,ABQ,EWR,1861,89.7826087,368.003753,UA,0.5217917676,398.6178654,AA,0.2360774818,288.6902564,202431014011618ABQEWR
Table1a,2024,3,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12391,ABQ,ISP,1861,9.02173913,260.3903614,WN,0.9879518072,259.0170732,WN,0.9879518072,259.0170732,202431014012391ABQISP
Table1a,2024,3,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12478,ABQ,JFK,1861,234.673913,221.1708198,B6,0.8721630384,205.0190122,B6,0.8721630384,205.0190122,202431014012478ABQJFK
Table1a,2024,3,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,14771,ABQ,SFO,896,219.673913,252.0033647,UA,0.6081147947,270.2213181,AA,0.1815932707,208.3626703,202431014014771ABQSFO
Table1a,2024,3,30140,30977,"Albuquerque, NM","Chicago, IL",10140,13930,ABQ,ORD,1121,228.9130435,271.2384141,AA,0.4786324786,260.0002976,AA,0.4786324786,260.0002976,202431014013930ABQORD
Table1a,2024,3,30140,30977,"Albuquerque, NM","Chicago, IL",10140,13232,ABQ,MDW,1121,165.8695652,233.9950197,WN,0.9882044561,233.1975464,WN,0.9882044561,233.1975464,202431014013232ABQMDW
Table1a,2024,3,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,10800,ABQ,BUR,677,164.4565217,207.3426966,WN,0.889623265,207.7494799,NK,0.039656312,126.6283333,202431014010800ABQBUR
Table1a,2024,3,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,11278,ABQ,DCA,1670,187.826087,351.8016204,WN,0.4594907407,333.2823678,WN,0.4594907407,333.2823678,202431014011278ABQDCA
Table1a,2024,3,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,13796,ABQ,OAK,896,220.326087,216.8795264,WN,0.9585594475,218.0813176,NK,0.0300937346,130.4885246,202431014013796ABQOAK
Table1a,2024,3,30140,30852,"Albuquerque, NM","Washington, DC (Metropolitan Area)",10140,10821,ABQ,BWI,1670,242.0652174,292.8236641,WN,0.8414907948,290.2479189,AA,0.0606196677,286.617037,202431014010821ABQBWI
Table1a,2024,3,30140,32457,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)",10140,14831,ABQ,SJC,896,92.82608696,233.9612412,WN,0.7224824356,231.7714749,NK,0.0550351288,108.187234,202431014014831ABQSJC
Table1a,2024,3,30140,31453,"Albuquerque, NM","Houston, TX",10140,12266,ABQ,IAH,759,159.4565217,296.4543286,UA,0.9502385821,298.145122,NK,0.0129516019,176.5,202431014012266ABQIAH
Table1a,2024,3,30140,30194,"Albuquerque, NM","Dallas/Fort Worth, TX",10140,11259,ABQ,DAL,580,301.8478261,202.4278358,WN,0.9996398992,202.4114193,WN,0.9996398992,202.4114193,202431014011259ABQDAL
Table1a,2024,3,30140,30466,"Albuquerque, NM","Phoenix, AZ",10140,14107,ABQ,PHX,328,620.7608696,187.3046051,WN,0.7506566276,179.3946116,WN,0.7506566276,179.3946116,202431014014107ABQPHX
Table1a,2024,3,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12953,ABQ,LGA,1861,167.9347826,283.9180583,WN,0.3605177994,243.2745063,WN,0.3605177994,243.2745063,202431014012953ABQLGA
Table1a,2024,3,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,12954,ABQ,LGB,677,118.5869565,179.3951421,WN,0.9963336389,179.1150874,WN,0.9963336389,179.1150874,202431014012954ABQLGB
Table1a,2024,3,30140,31703,"Albuquerque, NM","New York City, NY (Metropolitan Area)",10140,12197,ABQ,HPN,1861,9.347826087,349.25,DL,0.6046511628,330.5846154,DL,0.6046511628,330.5846154,202431014012197ABQHPN
Table1a,2024,3,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",10279,11298,AMA,DFW,323,113.5869565,222.9117703,AA,0.9818181818,223.0275828,AA,0.9818181818,223.0275828,202431027911298AMADFW
Table1a,2024,3,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",10279,11259,AMA,DAL,323,157.0652174,169.5228374,WN,0.9923875433,169.5122036,WN,0.9923875433,169.5122036,202431027911259AMADAL
Table1a,2024,3,30431,33195,"Asheville, NC","Tampa, FL (Metropolitan Area)",10431,14112,AVL,PIE,519,212.7173913,91.53244762,G4,1,91.53244762,G4,1,91.53244762,202431043114112AVLPIE
Table1a,2024,3,30431,32467,"Asheville, NC","Miami, FL (Metropolitan Area)",10431,11697,AVL,FLL,677,267.3913043,115.5563821,G4,0.9451219512,101.9483871,G4,0.9451219512,101.9483871,202431043111697AVLFLL
Table1a,2024,3,30431,30721,"Asheville, NC","Boston, MA (Metropolitan Area)",10431,13296,AVL,MHT,788,10.2173913,244.5308511,AA,0.9361702128,248.2602273,UA,0.0531914894,184.2,202431043113296AVLMHT
Table1a,2024,3,30431,30721,"Asheville, NC","Boston, MA (Metropolitan Area)",10431,14307,AVL,PVD,788,25.76086957,204.8805907,AA,0.8396624473,197.3623116,AA,0.8396624473,197.3623116,202431043114307AVLPVD
Table1a,2024,3,30431,30977,"Asheville, NC","Chicago, IL",10431,13930,AVL,ORD,536,242.5,211.826087,UA,0.552218736,211.4212662,AA,0.4294038548,207.0424843,202431043113930AVLORD
Table1a,2024,3,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,11618,AVL,EWR,617,226.1956522,177.7130226,UA,0.6713118693,209.4618468,G4,0.2763094666,78.78608696,202431043111618AVLEWR
Table1a,2024,3,30431,30977,"Asheville, NC","Chicago, IL",10431,13232,AVL,MDW,536,19.23913043,86.56892655,G4,0.9378531073,69.26506024,G4,0.9378531073,69.26506024,202431043113232AVLMDW
Table1a,2024,3,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,12197,AVL,HPN,617,9.782608696,229.9877778,AA,0.8555555556,217.3168831,AA,0.8555555556,217.3168831,202431043112197AVLHPN
Table1a,2024,3,30431,33195,"Asheville, NC","Tampa, FL (Metropolitan Area)",10431,15304,AVL,TPA,519,34.89130435,317.3345794,DL,0.5358255452,354.5912791,AA,0.4517133956,276.0717241,202431043115304AVLTPA
Table1a,2024,3,30431,30721,"Asheville, NC","Boston, MA (Metropolitan Area)",10431,10721,AVL,BOS,788,261.0869565,151.0738551,B6,0.5412156536,151.836,G4,0.2331390508,75.45535714,202431043110721AVLBOS
Table1a,2024,3,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,12478,AVL,JFK,617,10.65217391,232.2336735,AA,0.7653061224,222.124,AA,0.7653061224,222.124,202431043112478AVLJFK
Table1a,2024,3,30431,32467,"Asheville, NC","Miami, FL (Metropolitan Area)",10431,13303,AVL,MIA,677,80.32608696,249.8810555,AA,0.9336941813,242.7057971,AA,0.9336941813,242.7057971,202431043113303AVLMIA
Table1a,2024,3,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,12953,AVL,LGA,617,287.173913,206.2497729,DL,0.552990159,224.2890486,AA,0.4401968206,183.7849527,202431043112953AVLLGA
Table1a,2024,3,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10397,13303,ATL,MIA,594,2230.652174,167.438851,DL,0.4695936069,198.4161669,AA,0.337588929,150.9749856,202431039713303ATLMIA
Table1a,2024,3,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,12954,ATL,LGB,1947,67.17391304,233.5254045,WN,0.8770226537,223.4223247,WN,0.8770226537,223.4223247,202431039712954ATLLGB
Table1a,2024,3,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,10821,ATL,BWI,577,2049.565217,175.574056,DL,0.3693784472,216.22771,F9,0.1800487908,107.4555523,202431039710821ATLBWI
Table1a,2024,3,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",10397,13930,ATL,ORD,606,2630.217391,195.6917266,DL,0.4246218696,234.3371484,AA,0.1412926688,165.0520035,202431039713930ATLORD
Table1a,2024,3,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,11278,ATL,DCA,577,2092.391304,216.7622649,DL,0.5449350649,248.0327931,WN,0.2757402597,161.5051432,202431039711278ATLDCA
Table1a,2024,3,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10397,13931,ATL,ORF,516,459.1304348,242.9737689,DL,0.78125,265.1108788,F9,0.1174242424,102.6219758,202431039713931ATLORF
Table1a,2024,3,30397,33195,"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10397,15304,ATL,TPA,406,1552.608696,182.6367964,DL,0.5735788295,219.3075064,F9,0.1260851302,94.90033315,202431039715304ATLTPA
Table1a,2024,3,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,14908,ATL,SNA,1947,339.8913043,455.7170771,DL,0.8071634154,485.5441363,NK,0.0127918132,145.2925,202431039714908ATLSNA
Table1a,2024,3,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",10397,13232,ATL,MDW,606,1412.391304,179.1139911,WN,0.5752655072,171.1142609,F9,0.1636139757,106.9260113,202431039713232ATLMDW
Table1a,2024,3,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,12892,ATL,LAX,1947,2527.934783,319.4608677,DL,0.4941307993,432.0184128,NK,0.2014017285,149.4440222,202431039712892ATLLAX
Table1a,2024,3,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",10397,11298,ATL,DFW,731,2456.195652,203.1004779,DL,0.3895649865,237.3187777,NK,0.1159445944,101.220229,202431039711298ATLDFW
Table1a,2024,3,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,11618,ATL,EWR,795,2709.347826,181.6869253,UA,0.4848752307,180.1209664,NK,0.125772286,93.38363636,202431039711618ATLEWR
Table1a,2024,3,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",10397,12266,ATL,IAH,696,1635.326087,179.4613493,DL,0.437886341,204.9225106,NK,0.1707544035,97.59645777,202431039712266ATLIAH
Table1a,2024,3,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,10800,ATL,BUR,1947,118.0434783,348.9864641,DL,0.5184162063,433.2547069,WN,0.3508287293,263.9065617,202431039710800ATLBUR
Table1a,2024,3,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",10397,11042,ATL,CLE,554,887.2826087,213.5649026,DL,0.6622565233,248.3936182,F9,0.197476418,107.5780397,202431039711042ATLCLE
Table1a,2024,3,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",10397,10874,ATL,CAK,554,8.043478261,317.5283784,AA,0.8783783784,308.1615385,AA,0.8783783784,308.1615385,202431039710874ATLCAK
Table1a,2024,3,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,13796,ATL,OAK,2139,191.5217391,271.5719069,WN,0.6038592509,245.6486842,WN,0.6038592509,245.6486842,202431039713796ATLOAK
Table1a,2024,3,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",10397,11259,ATL,DAL,731,962.3913043,203.2654958,WN,0.6551840976,182.4618859,WN,0.6551840976,182.4618859,202431039711259ATLDAL
Table1a,2024,3,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,14771,ATL,SFO,2139,1457.934783,330.8079624,DL,0.5358980094,404.9423484,F9,0.1326325207,146.8130972,202431039714771ATLSFO
Table1a,2024,3,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12197,ATL,HPN,795,342.3913043,238.9967937,DL,0.9695238095,239.1329731,DL,0.9695238095,239.1329731,202431039712197ATLHPN
Table1a,2024,3,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12478,ATL,JFK,795,1320.434783,183.9295275,DL,0.6045439579,212.7888889,B6,0.3085281528,143.127508,202431039712478ATLJFK
Table1a,2024,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,2563.26087,215.331999,DL,0.6175048766,258.066392,NK,0.1193707065,96.39850799,202431039710721ATLBOS
Table1a,2024,3,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",10397,12191,ATL,HOU,696,841.5217391,189.3257556,WN,0.6402738311,166.6287069,WN,0.6402738311,166.6287069,202431039712191ATLHOU
Table1a,2024,3,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,12264,ATL,IAD,577,829.3478261,210.8603145,DL,0.5513761468,221.4370573,UA,0.4423328965,196.5765926,202431039712264ATLIAD
Table1a,2024,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,247.9347826,307.7976765,DL,0.8452433143,315.884751,UA,0.0140289347,248.28125,202431039714307ATLPVD
Table1a,2024,3,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10397,14098,ATL,PHF,516,10.86956522,246.015,AA,1,246.015,AA,1,246.015,202431039714098ATLPHF
Table1a,2024,3,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,13891,ATL,ONT,1947,398.1521739,313.4297024,DL,0.6232596233,354.9098117,F9,0.1209391209,157.4598194,202431039713891ATLONT
Table1a,2024,3,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12953,ATL,LGA,795,4695.108696,175.426128,DL,0.463664776,227.3425404,B6,0.1844426438,129.5122882,202431039712953ATLLGA
Table1a,2024,3,30397,30466,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",10397,14107,ATL,PHX,1587,1250.869565,261.1547185,DL,0.414668057,337.6548407,WN,0.2514772332,206.4350726,202431039714107ATLPHX
Table1a,2024,3,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12391,ATL,ISP,795,54.89130435,145.8863366,F9,0.6217821782,91.66942675,F9,0.6217821782,91.66942675,202431039712391ATLISP
Table1a,2024,3,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10397,11697,ATL,FLL,594,2370.326087,157.1324483,DL,0.5290044481,197.0313454,NK,0.285642225,92.73090384,202431039711697ATLFLL
Table1a,2024,3,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,14831,ATL,SJC,2139,306.0869565,373.8233665,DL,0.7386363636,413.8875962,WN,0.1313920455,274.5191892,202431039714831ATLSJC
Table1a,2024,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,38.26086957,256.8869318,WN,0.5653409091,250.580402,WN,0.5653409091,250.580402,202431039713296ATLMHT
Table1a,2024,3,30397,31066,"Atlanta, GA (Metropolitan Area)","Columbus, OH",10397,11066,ATL,CMH,447,686.6304348,213.9928764,DL,0.6848187431,230.4602173,WN,0.2775051448,171.8451226,202431039711066ATLCMH
Table1a,2024,3,30158,32467,"Atlantic City, NJ","Miami, FL (Metropolitan Area)",10158,13303,ACY,MIA,998,0.2173913043,269.5,,,,,,,202431015813303ACYMIA
Table1a,2024,3,30158,32467,"Atlantic City, NJ","Miami, FL (Metropolitan Area)",10158,11697,ACY,FLL,998,265,95.21132075,NK,0.9991796555,95.0501642,NK,0.9991796555,95.0501642,202431015811697ACYFLL
Table1a,2024,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,34.45652174,277.6189274,WN,0.7634069401,268.2933884,WN,0.7634069401,268.2933884,202431042313296AUSMHT
Table1a,2024,3,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14831,AUS,SJC,1504,577.6086957,288.7909673,WN,0.8722243131,292.6241855,NK,0.0118554761,108.1698413,202431042314831AUSSJC
Table1a,2024,3,30423,30977,"Austin, TX","Chicago, IL",10423,13232,AUS,MDW,977,518.0434783,218.2437893,WN,0.9794376836,216.9003856,WN,0.9794376836,216.9003856,202431042313232AUSMDW
Table1a,2024,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,1111.73913,244.869036,DL,0.3821861557,276.3490663,B6,0.2283926476,199.357363,202431042310721AUSBOS
Table1a,2024,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,1004.565217,266.9483878,UA,0.8019909111,291.2989746,NK,0.1087426964,123.2745274,202431042311618AUSEWR
Table1a,2024,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,13891,AUS,ONT,1242,209.8913043,237.3019679,WN,0.6944588296,241.1245339,WN,0.6944588296,241.1245339,202431042313891AUSONT
Table1a,2024,3,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,10821,AUS,BWI,1342,519.5652174,260.1043724,WN,0.839958159,266.2198506,NK,0.0353556485,147.4857988,202431042310821AUSBWI
Table1a,2024,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12478,AUS,JFK,1559,1334.456522,245.6337868,DL,0.566832288,267.8491737,B6,0.167874888,195.0764192,202431042312478AUSJFK
Table1a,2024,3,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,11278,AUS,DCA,1342,413.9130435,272.6434349,WN,0.5709033613,273.09954,DL,0.1402310924,255.1970037,202431042311278AUSDCA
Table1a,2024,3,30423,30466,"Austin, TX","Phoenix, AZ",10423,14107,AUS,PHX,872,799.0217391,242.8331383,WN,0.6065841382,227.3020184,WN,0.6065841382,227.3020184,202431042314107AUSPHX
Table1a,2024,3,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14771,AUS,SFO,1504,1124.782609,288.9132973,UA,0.4971975261,325.923207,AS,0.3481832238,247.9404108,202431042314771AUSSFO
Table1a,2024,3,30423,30647,"Austin, TX","Cleveland, OH (Metropolitan Area)",10423,11042,AUS,CLE,1174,251.5217391,223.0810717,F9,0.3444252377,103.3516939,F9,0.3444252377,103.3516939,202431042311042AUSCLE
Table1a,2024,3,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,11697,AUS,FLL,1105,365.8695652,183.1568925,NK,0.4518716578,111.7729783,NK,0.4518716578,111.7729783,202431042311697AUSFLL
Table1a,2024,3,30423,30647,"Austin, TX","Cleveland, OH (Metropolitan Area)",10423,10874,AUS,CAK,1174,12.17391304,272.5178571,AA,0.7321428571,261.797561,AA,0.7321428571,261.797561,202431042310874AUSCAK
Table1a,2024,3,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11298,AUS,DFW,190,278.0434783,229.4612588,AA,0.9902267396,228.9720095,AA,0.9902267396,228.9720095,202431042311298AUSDFW
Table1a,2024,3,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,13303,AUS,MIA,1105,649.0217391,204.8885111,AA,0.8105844917,205.6119008,WN,0.1614469938,183.4320539,202431042313303AUSMIA
Table1a,2024,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12892,AUS,LAX,1242,1593.913043,222.9054283,DL,0.352700491,237.2467711,WN,0.2632296781,192.8834715,202431042312892AUSLAX
Table1a,2024,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12391,AUS,ISP,1559,11.63043478,298.8299065,WN,1,298.8299065,WN,1,298.8299065,202431042312391AUSISP
Table1a,2024,3,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,12264,AUS,IAD,1342,506.0869565,278.0509665,UA,0.8573883162,291.4569639,G4,0.0599226804,113.2508961,202431042312264AUSIAD
Table1a,2024,3,30423,33195,"Austin, TX","Tampa, FL (Metropolitan Area)",10423,15304,AUS,TPA,928,405.9782609,243.9475234,WN,0.7528781794,243.0209459,AA,0.134939759,222.9763889,202431042315304AUSTPA
Table1a,2024,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,10800,AUS,BUR,1242,222.173913,217.8464775,WN,0.7666340509,227.4366943,AA,0.165851272,181.3017699,202431042310800AUSBUR
Table1a,2024,3,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11259,AUS,DAL,190,333.6956522,191.8726384,WN,1,191.8726384,WN,1,191.8726384,202431042311259AUSDAL
Table1a,2024,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12197,AUS,HPN,1559,31.41304348,244.8878893,AA,0.5847750865,219.9502959,AA,0.5847750865,219.9502959,202431042312197AUSHPN
Table1a,2024,3,30423,31066,"Austin, TX","Columbus, OH",10423,11066,AUS,CMH,1073,241.4130435,257.6621792,WN,0.664565511,248.023374,WN,0.664565511,248.023374,202431042311066AUSCMH
Table1a,2024,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12953,AUS,LGA,1559,318.5869565,227.0428523,AA,0.4210167178,197.7375203,AA,0.4210167178,197.7375203,202431042312953AUSLGA
Table1a,2024,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12954,AUS,LGB,1242,199.4565217,201.4771117,WN,0.9896457766,200.7481278,WN,0.9896457766,200.7481278,202431042312954AUSLGB
Table1a,2024,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,339.8913043,278.5901503,AA,0.4186120883,309.565317,WN,0.4182922929,273.5464067,202431042314908AUSSNA
Table1a,2024,3,30423,30977,"Austin, TX","Chicago, IL",10423,13930,AUS,ORD,977,1137.717391,246.7407089,AA,0.4243813891,238.9730302,WN,0.1366198529,214.908042,202431042313930AUSORD
Table1a,2024,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,83.80434783,261.2727626,AA,0.3891050584,258.2926667,WN,0.3878080415,230.8284281,202431042314307AUSPVD
Table1a,2024,3,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,13796,AUS,OAK,1504,205.5434783,246.9812269,WN,0.9434161819,247.7731502,NK,0.0174510841,100.3030303,202431042313796AUSOAK
Table1a,2024,3,30581,31703,"Bangor, ME","New York City, NY (Metropolitan Area)",10581,12478,BGR,JFK,393,17.60869565,235.7444444,DL,0.8765432099,235.706338,DL,0.8765432099,235.706338,202431058112478BGRJFK
Table1a,2024,3,30581,31703,"Bangor, ME","New York City, NY (Metropolitan Area)",10581,11618,BGR,EWR,393,141.0869565,221.312943,UA,0.9861325116,222.3069531,UA,0.9861325116,222.3069531,202431058111618BGREWR
